FieldId date-obs deltaT[sec] RA Dec
2576 59466.73092706018 3501.084 301.82928 -45.1452
15758 59466.771448865744 285.183 120.0 60.30293
15382 59466.77474959491 93.716 121.36364 55.58138
15247 59466.77583427083 93.602 120.87592 54.00752
15106 59466.776917627314 285.029 120.42254 52.43367
14656 59466.78021657407 94.899 121.52866 47.71211
14496 59466.78131494213 93.821 121.86336 46.13826
14332 59466.782400833334 94.916 121.44579 44.56441
14163 59466.783499398145 472.391 121.76471 42.99055
13261 59466.788966886576 94.859 121.90476 35.12129
13069 59466.79006479167 188.786 122.17616 33.54744
12676 59466.79224981482 188.781 122.11056 30.39973
12271 59466.794434780095 188.78 122.04878 27.25203
11854 59466.796619733796 284.594 121.99052 24.10432
11212 59466.79991364583 93.978 122.76498 19.38277
10993 59466.801001354164 93.95 122.46575 17.80891
10773 59466.80208873843 283.729 122.17194 16.23506
10102 59466.80537263889 94.876 122.4 11.5135
9877 59466.80647074074 94.865 122.65486 9.93965
9650 59466.80756871528 282.873 122.90749 8.3658
8965 59466.810842708335 188.901 122.62009 3.64424
8507 59466.8130290625 284.673 122.62009 0.49654
7820 59466.81632388889 2516.978 123.40611 -4.22502
15758 59466.8454555787 378.936 120.0 60.30293
15247 59466.84984141204 93.51 120.87592 54.00752
15106 59466.85092370371 285.164 120.42254 52.43367
14656 59466.85422421296 188.671 121.52866 47.71211
14332 59466.85640790509 94.966 121.44579 44.56441
14163 59466.85750704861 472.345 121.76471 42.99055
13261 59466.86297400463 94.911 121.90476 35.12129
13069 59466.86407251158 188.739 122.17616 33.54744
12676 59466.86625699074 188.731 122.11056 30.39973
12271 59466.868441377315 188.729 122.04878 27.25203
11854 59466.87062574074 284.775 121.99052 24.10432
11212 59466.87392174768 93.873 122.76498 19.38277
10993 59466.87500824074 286.935 122.46575 17.80891
35 59466.87832924769 185.6 274.73685 -86.06537
9877 59466.88047739583 14.774 122.65486 9.93965
91 59466.880648391205 80.155 286.875 -82.91766
9650 59466.88157611111 94.921 122.90749 8.3658
9423 59466.882674733795 118.624 123.1579 6.79195
221 59466.88404769676 165.179 295.19998 -78.19611
8736 59466.88595949074 25.687 123.40611 2.07039
338 59466.88625679398 163.191 297.14285 -75.0484
8278 59466.888145578705 25.578 123.40611 -1.07732
480 59466.88844162037 163.295 297.60001 -71.9007
7820 59466.890331608796 122.298 123.40611 -4.22502
735 59466.89174709491 187.438 299.34781 -67.17914
934 59466.8939165162 285.152 298.83493 -64.03143
1276 59466.89721688657 283.852 300.0 -59.30987
1664 59466.90050221065 378.107 300.44116 -54.58831
2253 59466.90487844907 95.825 300.77417 -48.2929
2413 59466.90598753472 4004.547 301.5 -46.71905
35 59466.95233645834 88.825 274.73685 -86.06537
60 59466.95336452546 111.537 276.9231 -84.49152
91 59466.95465546296 190.93 286.875 -82.91766
171 59466.95686530093 190.082 290.45453 -79.76996
275 59466.959065324074 192.224 292.5 -76.62225
405 59466.96129013889 475.921 294.78262 -73.47455
832 59466.966798483794 97.197 297.55103 -65.60529
934 59466.967923449076 188.607 298.83493 -64.03143
1156 59466.97010640046 96.594 298.95651 -60.88372
1276 59466.97122438657 283.842 300.0 -59.30987
1664 59466.974509594904 378.068 300.44116 -54.58831
2253 59466.97888538194 3593.751 300.77417 -48.2929
15872 59467.020479722225 191.168 118.37838 61.8768
15637 59467.022692314815 92.994 119.5082 58.72908
15512 59467.02376863426 286.199 119.05512 57.15523
15106 59467.02708112269 93.186 120.42254 52.43367
14961 59467.028159664354 851.285 120.0 50.85982
13448 59467.0380125 96.814 120.96774 36.69514
13261 59467.039133032406 283.634 121.90476 35.12129
12676 59467.04241583333 188.593 122.11056 30.39973
12271 59467.044598622684 188.589 122.04878 27.25203
11854 59467.04678136574 378.785 121.99052 24.10432
10993 59467.05116545139 93.583 122.46575 17.80891
10773 59467.05224858796 283.773 122.17194 16.23506
10102 59467.055532997685 95.08 122.4 11.5135
9877 59467.05663346065 95.069 122.65486 9.93965
9650 59467.0577337963 95.06 122.90749 8.3658
9423 59467.058834027775 283.845 123.1579 6.79195
8736 59467.062119270835 188.786 123.40611 2.07039
8278 59467.064304293985 188.783 123.40611 -1.07732
7820 59467.066489282406 2418.965 123.40611 -4.22502
15872 59467.0944865625 191.234 118.37838 61.8768
15637 59467.096699918984 92.906 119.5082 58.72908
15512 59467.09777521991 286.307 119.05512 57.15523
15106 59467.101088958334 93.09 120.42254 52.43367
14961 59467.10216638889 948.225 120.0 50.85982
13261 59467.113141215275 283.615 121.90476 35.12129
12676 59467.116423796295 188.528 122.11056 30.39973
12271 59467.11860583333 188.522 122.04878 27.25203
11854 59467.12078780092 285.326 121.99052 24.10432
11212 59467.124090185185 93.498 122.76498 19.38277
10993 59467.12517233796 375.834 122.46575 17.80891
60 59467.12952226852 96.539 276.9231 -84.49152
9877 59467.13063961806 95.123 122.65486 9.93965
9650 59467.131740578705 95.115 122.90749 8.3658
9423 59467.13284144676 95.107 123.1579 6.79195
9194 59467.13394222222 110.638 123.40611 5.21809
275 59467.13522275463 78.105 292.5 -76.62225
8736 59467.13612674768 114.135 123.40611 2.07039
405 59467.13744775463 74.604 294.78262 -73.47455
8278 59467.13831122685 188.738 123.40611 -1.07732
7820 59467.140495694446 212.548 123.40611 -4.22502
832 59467.14295574074 285.895 297.55103 -65.60529
1156 59467.146264710645 10835.328 298.95651 -60.88372
15757 59467.271673599535 287.879 116.92308 60.30293
15381 59467.27500553241 92.497 118.63637 55.58138
15246 59467.27607609954 287.095 118.24818 54.00752
14810 59467.27939895834 92.687 119.60526 49.28596
14655 59467.28047172454 95.575 119.23566 47.71211
14495 59467.28157791666 379.219 119.62733 46.13826
13813 59467.28596702546 95.391 120.33708 39.84285
13633 59467.287071087965 95.339 120.65934 38.269
13448 59467.28817454861 283.617 120.96774 36.69514
12874 59467.29145715278 285.767 121.22449 31.97359
12271 59467.29476464121 188.341 122.04878 27.25203
11854 59467.29694451389 378.877 121.99052 24.10432
10993 59467.301329664355 472.168 122.46575 17.80891
9877 59467.306794571756 95.243 122.65486 9.93965
9650 59467.307896921295 95.233 122.90749 8.3658
9423 59467.308999155095 95.225 123.1579 6.79195
9194 59467.310101296294 188.611 123.40611 5.21809
8736 59467.312284293985 188.61 123.40611 2.07039
8278 59467.31446728009 2696.781 123.40611 -1.07732
15757 59467.34568002315 287.96 116.92308 60.30293
15381 59467.349012893515 92.4 118.63637 55.58138
15246 59467.350082337965 287.187 118.24818 54.00752
14810 59467.35340626157 92.58 119.60526 49.28596
14655 59467.354477789355 95.607 119.23566 47.71211
14495 59467.355584351855 379.204 119.62733 46.13826
13813 59467.359973287035 95.425 120.33708 39.84285
13633 59467.36107774306 95.375 120.65934 38.269
13448 59467.36218162037 283.572 120.96774 36.69514
12874 59467.3654637037 285.883 121.22449 31.97359
12271 59467.36877253472 188.257 122.04878 27.25203
11854 59467.37095143519 285.788 121.99052 24.10432
11212 59467.37425916667 93.094 122.76498 19.38277
10993 59467.37533664352 567.348 122.46575 17.80891
9650 59467.3819031713 95.279 122.90749 8.3658
9423 59467.3830059375 95.27 123.1579 6.79195
9194 59467.38410859954 188.547 123.40611 5.21809
8736 59467.386290856484 285.994 123.40611 2.07039
8050 59467.38960097222 11323.903 124.19214 -2.65117
15871 59467.52066466435 193.28 115.13513 61.8768
15636 59467.52290170139 288.449 116.55738 58.72908
15246 59467.526240231484 92.084 118.24818 54.00752
15105 59467.52730601852 287.634 117.88733 52.43367
14655 59467.53063511574 95.675 119.23566 47.71211
14495 59467.531742465275 92.317 119.62733 46.13826
14331 59467.53281094907 95.67 119.27711 44.56441
14162 59467.53391824074 95.608 119.64706 42.99055
13990 59467.53502481482 95.553 119.99999 41.4167
13813 59467.53613075231 95.499 120.33708 39.84285
13633 59467.53723606482 378.89 120.65934 38.269
12874 59467.54162136574 188.023 121.22449 31.97359
12475 59467.54379755787 286.146 121.18812 28.82588
11854 59467.54710943287 92.715 121.99052 24.10432
11642 59467.54818252315 286.135 121.69014 22.53047
10993 59467.55149427083 92.76 122.46575 17.80891
10773 59467.55256788195 474.377 122.17194 16.23506
9650 59467.55805835648 95.377 122.90749 8.3658
9423 59467.55916225694 95.367 123.1579 6.79195
9194 59467.56026604167 188.376 123.40611 5.21809
8736 59467.56244631945 286.311 123.40611 2.07039
8050 59467.56576010417 2497.937 124.19214 -2.65117
15871 59467.59467141204 193.323 115.13513 61.8768
15636 59467.59690894676 91.699 116.55738 58.72908
15511 59467.59797027778 288.804 116.22047 57.15523
15105 59467.60131291667 287.711 117.88733 52.43367
14655 59467.60464290509 187.904 119.23566 47.71211
14331 59467.606817719905 95.696 119.27711 44.56441
14162 59467.6079253125 95.635 119.64706 42.99055
13990 59467.60903219907 95.58 119.99999 41.4167
13813 59467.610138449076 95.527 120.33708 39.84285
13633 59467.611244085645 378.853 120.65934 38.269
12874 59467.61562895833 187.925 121.22449 31.97359
12475 59467.617804016205 286.236 121.18812 28.82588
11854 59467.62111693287 92.585 121.99052 24.10432
11642 59467.622188518515 286.234 121.69014 22.53047
10993 59467.62550141204 662.436 122.46575 17.80891
9423 59467.63316849537 95.404 123.1579 6.79195
9194 59467.63427270833 286.427 123.40611 5.21809
8508 59467.63758783565 188.301 124.19214 0.49654
8050 59467.63976724537 11409.474 124.19214 -2.65117
15756 59467.77182134259 199.294 113.84615 60.30293
15511 59467.77412798611 91.402 116.22047 57.15523
15380 59467.77518587963 289.215 115.9091 55.58138
14960 59467.778533275465 91.605 117.55103 50.85982
14809 59467.77959351852 859.023 117.23685 49.28596
13260 59467.78953591435 95.641 120.0 35.12129
13068 59467.79064287037 286.714 120.31087 33.54744
12475 59467.79396131945 187.663 121.18812 28.82588
12064 59467.796133344906 98.759 121.15385 25.67818
11854 59467.79727638889 92.267 121.99052 24.10432
11642 59467.79834429398 286.438 121.69014 22.53047
10993 59467.80165954861 92.304 122.46575 17.80891
10773 59467.80272788194 569.871 122.17194 16.23506
9423 59467.80932361111 95.481 123.1579 6.79195
9194 59467.810428715275 286.688 123.40611 5.21809
8508 59467.81374686342 188.091 124.19214 0.49654
8050 59467.815923842594 2583.696 124.19214 -2.65117
15756 59467.84582773148 290.738 113.84615 60.30293
15380 59467.84919275463 289.268 115.9091 55.58138
14960 59467.85254076389 91.494 117.55103 50.85982
14809 59467.85359972222 859.043 117.23685 49.28596
13260 59467.863542349536 95.66 120.0 35.12129
13068 59467.864649525465 286.778 120.31087 33.54744
12475 59467.867968715276 187.546 121.18812 28.82588
12064 59467.87013938658 98.942 121.15385 25.67818
11854 59467.87128454861 92.128 121.99052 24.10432
11642 59467.872350844904 286.512 121.69014 22.53047
10993 59467.87566695602 856.328 122.46575 17.80891
8966 59467.88557815972 11680.759 124.19214 3.64424
15870 59468.02077212963 195.611 111.89189 61.8768
15635 59468.02303614583 291.105 113.60656 58.72908
15245 59468.02640541667 90.951 115.62044 54.00752
15104 59468.02745809028 198.67 115.35212 52.43367
14809 59468.02975751158 91.176 117.23685 49.28596
14654 59468.03081278935 96.23 116.94267 47.71211
14494 59468.0319265625 571.486 117.3913 46.13826
13447 59468.0385409838 100.147 119.03226 36.69514
13260 59468.039700092595 95.699 120.0 35.12129
13068 59468.04080771991 187.242 120.31087 33.54744
12675 59468.04297487268 286.911 120.30151 30.39973
12064 59468.04629560185 191.156 121.15385 25.67818
11642 59468.04850805556 286.654 121.69014 22.53047
10993 59468.05182581019 91.819 122.46575 17.80891
10773 59468.052888530096 665.369 122.17194 16.23506
9194 59468.060589560184 99.242 123.40611 5.21809
8966 59468.06173819445 187.745 124.19214 3.64424
8508 59468.06391116898 286.992 124.19214 0.49654
7821 59468.067232835645 2379.991 124.97816 -4.22502
15870 59468.09477902778 195.633 111.89189 61.8768
15635 59468.097043298614 291.139 113.60656 58.72908
15245 59468.100412962965 90.842 115.62044 54.00752
15104 59468.101464375 289.88 115.35212 52.43367
14654 59468.10481946759 96.24 116.94267 47.71211
14494 59468.105933356484 571.41 117.3913 46.13826
13447 59468.11254689815 100.308 119.03226 36.69514
13260 59468.11370787037 282.825 120.0 35.12129
12675 59468.11698130787 286.95 120.30151 30.39973
12064 59468.12030248842 191.184 121.15385 25.67818
11642 59468.1225152662 286.7 121.69014 22.53047
10993 59468.12583355324 91.671 122.46575 17.80891
10773 59468.126894560184 764.762 122.17194 16.23506
8966 59468.13574597222 187.63 124.19214 3.64424
8508 59468.13791761574 99.438 124.19214 0.49654
8279 59468.13906851852 187.624 124.97816 -1.07732
7821 59468.14124009259 11288.665 124.97816 -4.22502
15755 59468.2718959375 203.318 110.76923 60.30293
15510 59468.274249155096 90.315 113.38583 57.15523
15379 59468.275294467596 291.673 113.18182 55.58138
14959 59468.2786703125 386.452 115.10204 50.85982
14330 59468.28314313658 96.227 117.10844 44.56441
14161 59468.284256875 96.153 117.52942 42.99055
13989 59468.285369756944 96.082 117.93103 41.4167
13812 59468.28648181713 96.013 118.31461 39.84285
13632 59468.287593078705 95.948 118.68132 38.269
13447 59468.28870358796 383.209 119.03226 36.69514
12675 59468.293138877314 186.778 120.30151 30.39973
12270 59468.29530065972 100.236 120.29269 27.25203
12064 59468.296460798614 191.23 121.15385 25.67818
11642 59468.298674108795 91.24 121.69014 22.53047
11427 59468.29973012731 286.847 121.39535 20.95662
10773 59468.30305011574 765.038 122.17194 16.23506
8966 59468.31190472222 187.335 124.19214 3.64424
8508 59468.31407295139 99.869 124.19214 0.49654
8279 59468.31522884259 187.331 124.97816 -1.07732
7821 59468.317397025465 2756.515 124.97816 -4.22502
15379 59468.34930113426 291.689 113.18182 55.58138
14959 59468.35267716435 386.475 115.10204 50.85982
14330 59468.35715025463 96.232 117.10844 44.56441
14161 59468.35826405093 96.157 117.52942 42.99055
13989 59468.35937697917 96.087 117.93103 41.4167
13812 59468.36048909722 96.018 118.31461 39.84285
13632 59468.36160041667 95.953 118.68132 38.269
13447 59468.3627109838 383.228 119.03226 36.69514
12675 59468.36714649305 186.632 120.30151 30.39973
12270 59468.36930658565 100.397 120.29269 27.25203
12064 59468.370468587964 191.243 121.15385 25.67818
11642 59468.37268204861 91.085 121.69014 22.53047
11427 59468.37373627315 195.715 121.39535 20.95662
10993 59468.37600149305 91.15 122.46575 17.80891
10773 59468.37705646991 765.118 122.17194 16.23506
8966 59468.38591200231 287.249 124.19214 3.64424
8279 59468.38923664352 187.2 124.97816 -1.07732
7821 59468.39140331018 11180.409 124.97816 -4.22502
15869 59468.52080619213 198.152 108.64864 61.8768
15634 59468.523099618054 293.87 110.65574 58.72908
15244 59468.5265008912 291.915 112.99271 54.00752
14808 59468.52987953704 1059.039 114.86842 49.28596
12873 59468.54213693287 287.356 119.38775 31.97359
12270 59468.5454628125 382.731 120.29269 27.25203
11427 59468.54989256944 286.878 121.39535 20.95662
10773 59468.55321291667 765.224 122.17194 16.23506
8966 59468.56206967593 287.324 124.19214 3.64424
8279 59468.565395185185 2541.736 124.97816 -1.07732
15869 59468.59481342592 198.156 108.64864 61.8768
15634 59468.597106898145 293.872 110.65574 58.72908
15244 59468.600508194446 291.92 112.99271 54.00752
14808 59468.60388689815 1059.02 114.86842 49.28596
12873 59468.616144074076 287.346 119.38775 31.97359
12270 59468.61946983796 382.717 120.29269 27.25203
11427 59468.62389943287 286.871 121.39535 20.95662
10773 59468.627219699076 765.231 122.17194 16.23506
8966 59468.636076539355 287.344 124.19214 3.64424
8279 59468.639402280096 11447.94 124.97816 -1.07732
15754 59468.77190158565 207.352 107.69231 60.30293
15509 59468.77430149305 89.336 110.55119 57.15523
15378 59468.77533547454 204.708 110.45455 55.58138
15103 59468.77770478009 89.498 112.81691 52.43367
14958 59468.778740636575 202.586 112.65306 50.85982
14653 59468.78108538195 96.707 114.64967 47.71211
14493 59468.782204675925 89.684 115.15528 46.13826
14329 59468.78324268518 584.88 114.93976 44.56441
13259 59468.790012129626 96.049 118.09524 35.12129
13067 59468.79112380787 287.632 118.44559 33.54744
12474 59468.79445288194 101.594 119.40594 28.82588
12270 59468.79562873843 185.689 120.29269 27.25203
11853 59468.79777791667 196.96 120.28436 24.10432
11427 59468.800057546294 286.822 121.39535 20.95662
10773 59468.80337724537 765.166 122.17194 16.23506
8966 59468.81223333333 287.357 124.19214 3.64424
8279 59468.81555922454 2622.182 124.97816 -1.07732
15754 59468.84590855324 296.667 107.69231 60.30293
15378 59468.84934219907 294.19 110.45455 55.58138
14958 59468.85274717592 202.696 112.65306 50.85982
14653 59468.85509319444 96.698 114.64967 47.71211
14493 59468.85621238426 89.555 115.15528 46.13826
14329 59468.857248900465 96.64 114.93976 44.56441
14160 59468.85836741898 96.551 115.41177 42.99055
13988 59468.85948490741 391.762 115.86206 41.4167
13259 59468.864019189816 96.039 118.09524 35.12129
13067 59468.86513075232 287.596 118.44559 33.54744
12474 59468.86845940972 101.736 119.40594 28.82588
12270 59468.86963690972 185.511 120.29269 27.25203
11853 59468.871784027775 197.095 120.28436 24.10432
11427 59468.874065219905 286.789 121.39535 20.95662
10773 59468.87738453704 765.102 122.17194 16.23506
8966 59468.88623988426 101.171 124.19214 3.64424
8737 59468.88741084491 287.363 124.97816 2.07039
8051 59468.89073680556 191.844 125.76419 -2.65117
7594 59468.89295722222 11043.126 126.3158 -5.79887
15868 59469.020771180556 200.893 105.4054 61.8768
15633 59469.02309633102 88.832 107.70492 58.72908
15508 59469.02412447917 207.913 107.71654 57.15523
15243 59469.02653087963 294.276 110.36497 54.00752
14807 59469.02993685185 299.797 112.5 49.28596
