FieldId date-obs deltaT[sec] RA Dec
11462 59516.56983300926 56.755 179.99998 20.95662
3910 59516.570489895836 90.665 82.15385 -32.55437
3909 59516.57153925926 269.579 80.30769 -32.55437
11024 59516.57465938658 165.991 173.42465 17.80891
10803 59516.5765805787 28.24 171.04073 16.23506
3712 59516.57690743056 92.298 71.25 -34.12823
3711 59516.57797569445 44.393 69.375 -34.12823
10579 59516.57848950232 206.265 168.69954 14.66121
10354 59516.5808768287 127.052 165.53571 13.08736
10128 59516.582347337964 205.343 164.0 11.5135
9901 59516.58472399306 717.944 160.88495 9.93965
3697 59516.593033530095 78.377 43.125 -34.12823
8753 59516.59394067129 13.855 150.131 2.07039
3696 59516.594101030096 156.268 41.25 -34.12823
8523 59516.5959096875 170.147 147.77292 0.49654
8292 59516.59787898148 170.088 145.41484 -1.07732
8062 59516.599847592595 52.259 143.05676 -2.65117
3882 59516.60045244213 117.687 30.46154 -32.55437
7831 59516.601814560185 139.941 140.69868 -4.22502
7602 59516.603434247685 14.079 138.94737 -5.79887
4075 59516.60359719907 155.837 25.45455 -30.98052
7372 59516.60540086806 113.19 136.57895 -7.37273
4270 59516.6067109375 246.247 20.59702 -29.40667
6915 59516.60956101852 19.582 131.41592 -10.52043
4469 59516.60978766204 121.73 15.88235 -27.83282
6689 59516.61119657407 140.5 129.60001 -12.09428
4670 59516.612822731484 258.346 11.30435 -26.25896
4875 59516.61581284722 170.526 6.85714 -24.68511
5083 59516.61778652778 169.961 4.24528 -23.11126
5294 59516.61975366898 250.657 1.68224 -21.53741
5722 59516.62265479167 167.248 357.51154 -19.96355
5940 59516.62459053241 167.959 355.06851 -18.3897
6158 59516.62653450231 165.812 352.63635 -16.81585
6379 59516.62845362269 409.914 350.27026 -15.242
6823 59516.63319799768 166.002 344.0 -12.09428
7047 59516.63511931713 165.597 341.6814 -10.52043
7273 59516.637035949076 5.21 339.38324 -8.94658
4311 59516.63709625 159.893 94.02985 -29.40667
7499 59516.63894686342 113.175 337.10526 -7.37273
4110 59516.64025675926 56.766 89.09091 -30.98052
7726 59516.640913773146 164.336 334.73685 -5.79887
7953 59516.642815810184 145.223 332.48907 -4.22502
3910 59516.64449663195 370.603 82.15385 -32.55437
3714 59516.648786018515 87.451 75.0 -34.12823
8864 59516.64979818287 4.38 324.62881 2.07039
3713 59516.649848877314 92.108 73.125 -34.12823
3712 59516.65091494213 73.548 71.25 -34.12823
9092 59516.65176619213 169.839 322.27072 3.64424
9319 59516.653731921295 178.688 319.91266 5.21809
9546 59516.65580006944 419.956 317.36844 6.79195
16023 59516.660660671296 643.473 54.21408 -35.50703
3696 59516.668108275466 458.21 41.25 -34.12823
3883 59516.67341163194 90.449 32.30769 -32.55437
3882 59516.67445849537 271.813 30.46154 -32.55437
4075 59516.67760447917 269.073 25.45455 -30.98052
4270 59516.68071875 87.718 20.59702 -29.40667
4269 59516.68173400463 178.102 18.80597 -29.40667
4469 59516.68379537037 262.175 15.88235 -27.83282
4670 59516.68682980324 258.255 11.30435 -26.25896
4875 59516.68981886574 170.626 6.85714 -24.68511
5083 59516.69179370371 113.452 4.24528 -23.11126
12953 59516.69310680556 56.592 266.32654 31.97359
5294 59516.69376180555 33.412 1.68224 -21.53741
12952 59516.694148518516 217.092 264.48978 31.97359
5722 59516.69666115741 106.801 357.51154 -19.96355
13142 59516.69789728009 60.502 258.34198 33.54744
5940 59516.69859753472 30.971 355.06851 -18.3897
13141 59516.69895599537 137.03 256.47668 33.54744
6158 59516.700541990744 165.846 352.63635 -16.81585
6379 59516.70246150463 145.24 350.27026 -15.242
13327 59516.70414252315 22.134 247.61905 35.12129
6600 59516.7043987037 70.992 347.8924 -13.66814
13326 59516.70522037037 93.277 245.71428 35.12129
13325 59516.70629996528 93.395 243.80952 35.12129
13324 59516.707380925924 93.478 241.90477 35.12129
13323 59516.70846284722 93.526 240.0 35.12129
13322 59516.709545324076 93.541 238.09525 35.12129
13321 59516.710627974535 93.518 236.19048 35.12129
13320 59516.711710358795 93.463 234.28572 35.12129
13319 59516.71279210648 93.37 232.38095 35.12129
13318 59516.71387277778 93.247 230.4762 35.12129
13317 59516.71495202546 93.086 228.57143 35.12129
13316 59516.71602940972 331.564 226.66667 35.12129
8409 59516.71986695602 141.345 329.34497 -1.07732
13120 59516.72150289352 28.817 217.30569 33.54744
8637 59516.72183642361 62.479 326.98688 0.49654
13119 59516.722559560185 107.653 215.44041 33.54744
8864 59516.72380554398 211.705 324.62881 2.07039
12922 59516.72625583333 89.792 209.38776 31.97359
12921 59516.72729509259 38.357 207.55101 31.97359
9319 59516.72773903935 178.676 319.91266 5.21809
9546 59516.729807048614 9.082 317.36844 6.79195
12721 59516.72991216435 311.567 203.51759 30.39973
12518 59516.733518263885 220.869 197.82178 28.82588
12312 59516.73607461806 218.35 194.04878 27.25203
12104 59516.73860181713 215.661 190.38461 25.67818
11892 59516.741097893515 253.381 186.82463 24.10432
11678 59516.74403054398 169.4 182.53522 22.53047
11462 59516.74599119213 168.619 179.99998 20.95662
11245 59516.747942800925 167.733 177.51152 19.38277
11025 59516.74988415509 246.48 175.0685 17.80891
10803 59516.75273693287 165.012 171.04073 16.23506
10579 59516.75464679398 127.503 168.69954 14.66121
10355 59516.75612252315 205.891 167.14285 13.08736
10128 59516.75850552083 331.979 164.0 11.5135
9673 59516.76234787037 329.866 159.38326 8.3658
9214 59516.76616576389 81.891 154.84715 5.21809
12953 59516.76711357639 87.903 266.32654 31.97359
8984 59516.768130972225 169.985 152.48907 3.64424
8753 59516.77009839121 64.833 150.131 2.07039
13143 59516.77084877315 105.262 260.20724 33.54744
8523 59516.77206708334 432.494 147.77292 0.49654
13328 59516.77707280093 0.72 249.5238 35.12129
7832 59516.777081134256 92.268 142.27074 -4.22502
13327 59516.77814905092 93.166 247.61905 35.12129
13326 59516.77922736111 31.491 245.71428 35.12129
7602 59516.77959184028 61.818 138.94737 -5.79887
13325 59516.780307326386 93.419 243.80952 35.12129
13324 59516.781388564814 93.495 241.90477 35.12129
13323 59516.78247068287 61.741 240.0 35.12129
7144 59516.783185277774 31.794 134.80176 -8.94658
13322 59516.783553263886 93.54 238.09525 35.12129
13321 59516.784635902775 15.532 236.19048 35.12129
6916 59516.78481567129 77.977 133.00885 -10.52043
13320 59516.78571818287 93.443 234.28572 35.12129
13319 59516.786799699075 47.907 232.38095 35.12129
6689 59516.78735417824 45.434 129.60001 -12.09428
13318 59516.787880034724 93.208 230.4762 35.12129
13317 59516.78895883102 93.037 228.57143 35.12129
13316 59516.79003564815 473.02 226.66667 35.12129
13120 59516.79551041667 91.19 217.30569 33.54744
13119 59516.79656585648 319.446 215.44041 33.54744
12922 59516.80026314815 315.903 209.38776 31.97359
12721 59516.803919432874 224.306 203.51759 30.39973
12519 59516.80651556713 87.179 199.60396 28.82588
12518 59516.80752458333 220.921 197.82178 28.82588
12312 59516.810081539355 218.373 194.04878 27.25203
12104 59516.81260900463 215.658 190.38461 25.67818
11892 59516.8151050463 24.144 186.82463 24.10432
4111 59516.81538449074 146.575 90.9091 -30.98052
11679 59516.817080960645 128.161 184.22536 22.53047
3912 59516.818564305555 90.147 85.84616 -32.55437
3911 59516.81960767361 33.695 84.00001 -32.55437
11462 59516.81999766204 168.677 179.99998 20.95662
11245 59516.82194994213 166.944 177.51152 19.38277
3715 59516.82388216435 3.261 76.875 -34.12823
16128 59516.82391990741 88.435 175.07039 17.72791
3714 59516.82494346065 75.924 75.0 -34.12823
10804 59516.825822210645 165.707 172.66969 16.23506
10580 59516.82774011574 206.476 170.31389 14.66121
10355 59516.830129884256 186.382 167.14285 13.08736
3518 59516.832287083336 93.313 62.23404 -35.70208
3517 59516.83336709491 53.439 60.31915 -35.70208
9902 59516.83398560185 39.914 162.47787 9.93965
3516 59516.83444756945 93.357 58.40425 -35.70208
3515 59516.835528090276 93.327 56.48936 -35.70208
3514 59516.83660826389 18.029 54.57447 -35.70208
16023 59516.83681693287 75.231 54.21408 -35.50703
3513 59516.83768766204 11.49 52.65958 -35.70208
9445 59516.83782064815 466.166 157.89474 6.79195
8754 59516.84321608796 90.824 151.70305 2.07039
3696 59516.844267291664 79.262 41.25 -34.12823
8524 59516.84518467593 170.109 149.34497 0.49654
8293 59516.84715353009 170.052 146.98689 -1.07732
8063 59516.84912172454 38.789 144.62881 -2.65117
3883 59516.84957067129 90.139 32.30769 -32.55437
3882 59516.85061394676 40.985 30.46154 -32.55437
7832 59516.851088310184 139.733 142.27074 -4.22502
7603 59516.85270559028 91.316 140.52632 -5.79887
4075 59516.85376248843 78.574 25.45455 -30.98052
7373 59516.85467190972 190.576 138.1579 -7.37273
4270 59516.85687765046 168.055 20.59702 -29.40667
6916 59516.85882273148 97.714 133.00885 -10.52043
4469 59516.859953680556 43.388 15.88235 -27.83282
6690 59516.860455856484 218.629 131.2 -12.09428
4670 59516.86298628472 174.497 11.30435 -26.25896
4876 59516.86500592592 424.591 8.57143 -24.68511
5294 59516.86992017361 169.291 1.68224 -21.53741
5723 59516.87187956018 168.067 359.17053 -19.96355
5941 59516.873824780094 414.204 356.71234 -18.3897
6379 59516.878618807874 167.418 350.27026 -15.242
6600 59516.880556516204 164.053 347.8924 -13.66814
6824 59516.88245527778 166.365 345.60001 -12.09428
7048 59516.88438079861 165.949 343.27432 -10.52043
7274 59516.88630150463 165.45 340.96915 -8.94658
7500 59516.88821643518 12.88 338.6842 -7.37273
4112 59516.88836550926 88.665 92.72727 -30.98052
4111 59516.88939172454 68.369 90.9091 -30.98052
7727 59516.89018303241 164.671 336.3158 -5.79887
7954 59516.89208894676 41.647 334.06113 -4.22502
3912 59516.892570972224 368.057 85.84616 -32.55437
3716 59516.8968308912 23.74 78.75 -34.12823
8638 59516.89710565972 67.708 328.55893 0.49654
3715 59516.89788931713 102.398 76.875 -34.12823
8865 59516.899074479166 169.997 326.20087 2.07039
9093 59516.90104203704 169.806 323.84277 3.64424
9320 59516.90300738426 4.497 321.48471 5.21809
3521 59516.90305943287 93.019 67.97872 -35.70208
3520 59516.90413604167 80.761 66.06383 -35.70208
9547 59516.905070775465 12.396 318.94739 6.79195
3519 59516.90521424769 93.258 64.14893 -35.70208
3518 59516.906293622684 93.326 62.23404 -35.70208
3517 59516.90737378472 93.358 60.31915 -35.70208
3516 59516.90845431713 93.353 58.40425 -35.70208
3515 59516.90953479167 93.313 56.48936 -35.70208
3514 59516.910614803244 18.084 54.57447 -35.70208
16023 59516.910824108796 75.153 54.21408 -35.50703
3513 59516.91169393519 93.127 52.65958 -35.70208
3512 59516.912771793985 658.36 50.74468 -35.70208
3694 59516.92039170139 275.336 37.5 -34.12823
3883 59516.92357846065 90.004 32.30769 -32.55437
3882 59516.92462017361 272.113 30.46154 -32.55437
4075 59516.92776962963 269.169 25.45455 -30.98052
4270 59516.93088501158 265.735 20.59702 -29.40667
4469 59516.93396064815 261.938 15.88235 -27.83282
4670 59516.93699233796 174.603 11.30435 -26.25896
4876 59516.93901320602 278.162 8.57143 -24.68511
12954 59516.94223267361 146.37 268.16327 31.97359
5294 59516.94392677084 169.349 1.68224 -21.53741
5723 59516.945886828704 5.724 359.17053 -19.96355
13144 59516.945953078706 162.39 262.07254 33.54744
5941 59516.947832592596 168.424 356.71234 -18.3897
6159 59516.949781944444 112.352 354.27271 -16.81585
13330 59516.951082314816 185.572 253.33333 35.12129
13328 59516.95323013889 279.201 249.5238 35.12129
6824 59516.95646163195 166.372 345.60001 -12.09428
7048 59516.9583872338 165.952 343.27432 -10.52043
7274 59516.960307974536 165.45 340.96915 -8.94658
7500 59516.962222905095 250.072 338.6842 -7.37273
13317 59516.96511725694 92.912 228.57143 35.12129
13316 59516.96619262732 92.687 226.66667 35.12129
13315 59516.96726539352 162.329 224.7619 35.12129
8410 59516.96914420139 170.117 330.91702 -1.07732
8638 59516.971113148145 48.1 328.55893 0.49654
13120 59516.97166986111 90.928 217.30569 33.54744
13119 59516.97272226852 31.06 215.44041 33.54744
8865 59516.97308175926 169.984 326.20087 2.07039
9093 59516.975049166664 118.57 323.84277 3.64424
12922 59516.97642150463 51.226 209.38776 31.97359
9320 59516.97701439815 38.068 321.48471 5.21809
12921 59516.977455 140.195 207.55101 31.97359
9547 59516.979077627315 86.371 318.94739 6.79195
12721 59516.980077291664 224.521 203.51759 30.39973
12519 59516.982675914354 86.729 199.60396 28.82588
12518 59516.98367972222 221.022 197.82178 28.82588
12312 59516.986237847224 218.405 194.04878 27.25203
12104 59516.98876568287 215.632 190.38461 25.67818
11892 59516.99126142361 341.169 186.82463 24.10432
11463 59516.99521013889 418.06 181.67441 20.95662
11025 59517.0000487963 2.472 175.0685 17.80891
16128 59517.00007740741 164.392 175.07039 17.72791
10804 59517.001980092595 165.768 172.66969 16.23506
10580 59517.003898703704 334.138 170.31389 14.66121
10129 59517.007766041665 332.678 165.60001 11.5135
9674 59517.01161648148 330.534 160.96916 8.3658
9215 59517.01544210648 68.967 156.4192 5.21809
12954 59517.01624033565 100.787 268.16327 31.97359
8985 59517.01740685185 129.893 154.06113 3.64424
13145 59517.01891024305 90.723 263.93784 33.54744
13144 59517.01996027778 350.648 262.07254 33.54744
13331 59517.024018703705 32.367 255.2381 35.12129
8064 59517.02439332176 60.106 146.20087 -2.65117
13330 59517.025088993054 92.726 253.33333 35.12129
13329 59517.02616221065 17.05 251.42857 35.12129
7833 59517.02635954861 75.898 143.84279 -4.22502
13328 59517.02723799769 450.636 249.5238 35.12129
7145 59517.03245369213 140.662 136.38766 -8.94658
6917 59517.03408172454 435.759 134.60176 -10.52043
13317 59517.03912523148 92.856 228.57143 35.12129
13316 59517.040199953706 92.619 226.66667 35.12129
13315 59517.04127193287 380.682 224.7619 35.12129
13120 59517.04567797454 90.813 217.30569 33.54744
13119 59517.046729050926 319.67 215.44041 33.54744
12922 59517.05042893519 315.824 209.38776 31.97359
12721 59517.05408430556 224.601 203.51759 30.39973
12519 59517.05668385416 222.231 199.60396 28.82588
12313 59517.05925597222 219.632 195.80489 27.25203
12105 59517.06179800926 147.06 192.11539 25.67818
4113 59517.06350009259 69.802 94.54546 -30.98052
11893 59517.06430798611 18.593 188.53079 24.10432
4112 59517.06452318287 235.291 92.72727 -30.98052
11679 59517.06724645833 38.162 184.22536 22.53047
3913 59517.06768814815 132.151 87.69231 -32.55437
11463 59517.06921767361 169.501 181.67441 20.95662
11246 59517.07117949074 65.064 179.17052 19.38277
3717 59517.0719325463 91.285 80.625 -34.12823
3716 59517.072989085646 12.235 78.75 -34.12823
11026 59517.07313069444 412.517 176.71233 17.80891
10580 59517.07790519676 20.279 170.31389 14.66121
3522 59517.078139907404 70.174 69.89362 -35.70208
16029 59517.07895210648 22.772 169.40796 13.25969
3521 59517.0792156713 14.969 67.97872 -35.70208
10356 59517.07938892361 78.131 168.75 13.08736
3520 59517.080293217594 93.221 66.06383 -35.70208
3519 59517.08137216435 34.607 64.14893 -35.70208
10129 59517.081772708334 58.696 165.60001 11.5135
3518 59517.08245206018 69.198 62.23404 -35.70208
9903 59517.08325296296 24.153 164.07079 9.93965
3517 59517.08353251158 93.363 60.31915 -35.70208
3516 59517.084613101855 87.266 58.40425 -35.70208
9674 59517.085623125 6.069 160.96916 8.3658
3515 59517.085693368055 93.274 56.48936 -35.70208
3514 59517.08677292824 18.214 54.57447 -35.70208
16023 59517.08698373842 9.686 54.21408 -35.50703
9446 59517.08709584491 65.274 159.47369 6.79195
3513 59517.087851331016 93.041 52.65958 -35.70208
3512 59517.08892819445 92.87 50.74468 -35.70208
3511 59517.0900030787 215.446 48.82979 -35.70208
8755 59517.092496666664 170.037 153.2751 2.07039
8525 59517.0944646875 170.059 150.91702 0.49654
8294 59517.096432962964 170.001 148.55894 -1.07732
8064 59517.09840056713 115.571 146.20087 -2.65117
3883 59517.09973819445 54.297 32.30769 -32.55437
7833 59517.100366631945 35.376 143.84279 -4.22502
3882 59517.10077607639 104.154 30.46154 -32.55437
7604 59517.1019815625 168.115 142.10527 -5.79887
4075 59517.103927337965 1.738 25.45455 -30.98052
7374 59517.1039474537 140.111 139.73685 -7.37273
7146 59517.1055691088 127.333 137.97357 -8.94658
4270 59517.10704287037 231.259 20.59702 -29.40667
6691 59517.109719479166 211.813 132.8 -12.09428
4671 59517.11217101852 40.389 13.04348 -26.25896
16013 59517.1126384838 218.721 12.41192 -25.88622
4876 59517.11516997685 171.719 8.57143 -24.68511
5084 59517.117157465276 171.083 5.9434 -23.11126
5295 59517.11913759259 419.246 3.36449 -21.53741
5941 59517.123989976855 168.495 356.71234 -18.3897
6159 59517.125940150465 166.679 354.27271 -16.81585
6380 59517.12786930556 167.796 351.89188 -15.242
6601 59517.12981138889 164.778 349.50674 -13.66814
6825 59517.13171854167 166.716 347.20001 -12.09428
7049 59517.133648125 166.29 344.86725 -10.52043
7275 59517.13557277778 165.781 342.55505 -8.94658
7501 59517.13749153935 1.335 340.26315 -7.37273
4113 59517.13750699074 168.541 94.54546 -30.98052
7728 59517.13945769676 103.711 337.89474 -5.79887
3914 59517.140658055556 61.28 89.53847 -32.55437
7955 59517.14136731481 304.076 335.63318 -4.22502
3718 59517.144886712966 91.001 82.5 -34.12823
3717 59517.14593996528 38.672 80.625 -34.12823
8639 59517.14638755787 170.052 330.13098 0.49654
8866 59517.14835575232 142.162 327.77292 2.07039
3524 59517.150001145834 27.783 73.7234 -35.70208
9094 59517.15032270833 64.803 325.41483 3.64424
3523 59517.15107274306 92.803 71.80851 -35.70208
3522 59517.152146851855 12.153 69.89362 -35.70208
9321 59517.15228751158 80.832 323.05676 5.21809
3521 59517.15322306713 97.021 67.97872 -35.70208
9548 59517.15434599537 649.121 320.52634 6.79195
3513 59517.16185896991 93.001 52.65958 -35.70208
3512 59517.16293537037 92.821 50.74468 -35.70208
3511 59517.1640096875 92.607 48.82979 -35.70208
3510 59517.165081527775 472.788 46.91489 -35.70208
3694 59517.17055361111 365.377 37.5 -34.12823
3882 59517.174782511574 272.321 30.46154 -32.55437
4075 59517.177934375 269.175 25.45455 -30.98052
4270 59517.18104982639 265.564 20.59702 -29.40667
4469 59517.1841234838 177.562 15.88235 -27.83282
4671 59517.186178599535 40.417 13.04348 -26.25896
16013 59517.18664638889 218.566 12.41192 -25.88622
4876 59517.189176087966 171.799 8.57143 -24.68511
5084 59517.191164502314 171.147 5.9434 -23.11126
5295 59517.19314537037 75.63 3.36449 -21.53741
13146 59517.194020717594 343.469 265.8031 33.54744
5941 59517.19799605324 3.984 356.71234 -18.3897
13333 59517.19804216435 92.035 259.04761 35.12129
13332 59517.19910738426 72.501 257.14285 35.12129
6159 59517.1999465162 19.838 354.27271 -16.81585
13331 59517.200176122686 146.863 255.2381 35.12129
6380 59517.20187592592 332.592 351.89188 -15.242
6825 59517.20572537037 166.715 347.20001 -12.09428
7049 59517.20765494213 166.285 344.86725 -10.52043
7275 59517.20957953704 165.775 342.55505 -8.94658
7501 59517.21149822917 169.857 340.26315 -7.37273
7728 59517.21346416666 342.611 337.89474 -5.79887
13315 59517.217429571756 86.158 224.7619 35.12129
8411 59517.218426770836 5.999 332.48907 -1.07732
13314 59517.218496203706 164.06 222.85715 35.12129
8639 59517.22039504629 170.03 330.13098 0.49654
8866 59517.22236298611 45.245 327.77292 2.07039
13119 59517.222886655094 90.103 215.44041 33.54744
13118 59517.223929513886 34.58 213.57513 33.54744
9094 59517.22432974537 169.747 325.41483 3.64424
9321 59517.226294409724 25.334 323.05676 5.21809
12922 59517.226587627316 88.766 209.38776 31.97359
12921 59517.22761501157 165.525 207.55101 31.97359
9774 59517.22953081018 61.413 319.55945 8.3658
12721 59517.2302416088 224.765 203.51759 30.39973
12519 59517.23284305556 222.311 199.60396 28.82588
12313 59517.23541609954 219.642 195.80489 27.25203
12105 59517.23795825231 216.809 192.11539 25.67818
11893 59517.24046761574 423.965 188.53079 24.10432
11463 59517.245374618054 169.607 181.67441 20.95662
11246 59517.24733766204 168.665 179.17052 19.38277
11026 59517.24928980324 167.627 176.71233 17.80891
10805 59517.25122993055 166.513 174.29865 16.23506
10581 59517.25315716435 168.803 171.92824 14.66121
16029 59517.25511090278 37.61 169.40796 13.25969
10356 59517.255546203705 128.446 168.75 13.08736
10130 59517.25703284722 205.4 167.20001 11.5135
9903 59517.259410162034 127.951 164.07079 9.93965
9675 59517.26089107639 331.171 162.55507 8.3658
9216 59517.26472407408 169.702 157.99126 5.21809
8986 59517.26668821759 25.581 155.63318 3.64424
13147 59517.26698429398 90.174 267.6684 33.54744
13146 59517.26802797454 54.128 265.8031 33.54744
8755 59517.26865445602 293.256 153.2751 2.07039
13333 59517.27204862268 92.102 259.04761 35.12129
13332 59517.27311461805 48.626 257.14285 35.12129
8065 59517.27367741898 169.824 147.77292 -2.65117
7834 59517.275642974535 309.119 145.41484 -4.22502
7375 59517.27922074074 356.974 141.3158 -7.37273
6918 59517.28335238426 140.689 136.19469 -10.52043
6692 59517.284980729164 190.068 134.40001 -12.09428
6466 59517.287180590276 367.766 131.5695 -13.66814
13315 59517.291437141204 92.072 224.7619 35.12129
13314 59517.29250278935 379.398 222.85715 35.12129
13119 59517.296893969906 319.787 215.44041 33.54744
12922 59517.30059520833 315.638 209.38776 31.97359
12721 59517.30424842593 224.822 203.51759 30.39973
12519 59517.306850532404 222.335 199.60396 28.82588
12313 59517.30942385417 219.635 195.80489 27.25203
12105 59517.311965925925 58.727 192.11539 25.67818
4114 59517.31264563657 158.051 96.36364 -30.98052
11893 59517.31447493056 112.934 188.53079 24.10432
3915 59517.31578203704 58.92 91.38462 -32.55437
11680 59517.31646398148 305.032 185.9155 22.53047
3719 59517.31999444444 116.613 84.375 -34.12823
11246 59517.321344131946 168.693 179.17052 19.38277
11026 59517.32329659722 154.773 176.71233 17.80891
3525 59517.32508795139 12.875 75.6383 -35.70208
10805 59517.32523696759 79.593 174.29865 16.23506
3524 59517.32615818287 86.934 73.7234 -35.70208
10581 59517.32716436343 5.771 171.92824 14.66121
3523 59517.32723115741 122.99 71.80851 -35.70208
10357 59517.328654652774 39.987 170.35713 13.08736
16029 59517.32911746528 166.11 169.40796 13.25969
10130 59517.331040034725 128.45 167.20001 11.5135
9904 59517.33252672454 204.882 165.66371 9.93965
9675 59517.334898043984 127.792 162.55507 8.3658
9447 59517.33637711805 203.356 161.05264 6.79195
9216 59517.33873077546 31.457 157.99126 5.21809
3512 59517.33909486111 92.693 50.74468 -35.70208
3511 59517.34016769676 92.456 48.82979 -35.70208
3510 59517.341237789355 47.106 46.91489 -35.70208
8756 59517.34178299768 169.972 154.84715 2.07039
8526 59517.343750266205 169.992 152.48907 0.49654
8295 59517.345717766206 85.781 150.131 -1.07732
3694 59517.34671060185 84.155 37.5 -34.12823
8065 59517.34768461806 169.807 147.77292 -2.65117
7834 59517.34964997685 22.191 145.41484 -4.22502
3883 59517.34990681713 89.177 32.30769 -32.55437
3882 59517.350938958334 27.963 30.46154 -32.55437
7605 59517.35126260417 169.801 143.68422 -5.79887
7375 59517.353227893516 74.648 141.3158 -7.37273
4075 59517.354091875 65.265 25.45455 -30.98052
7147 59517.354847256946 203.86 139.55946 -8.94658
4270 59517.357206747685 153.88 20.59702 -29.40667
6692 59517.3589877662 26.448 134.40001 -12.09428
4470 59517.359293877314 262.879 17.64706 -27.83282
4671 59517.36233645833 40.48 13.04348 -26.25896
16013 59517.36280497685 135.636 12.41192 -25.88622
4877 59517.36437483796 425.794 10.28571 -24.68511
5295 59517.36930300926 170.655 3.36449 -21.53741
5507 59517.37127818287 168.998 0.82949 -19.96355
5942 59517.37323417824 168.892 358.35617 -18.3897
6160 59517.37518894676 335.589 355.90909 -16.81585
6602 59517.3790730787 165.49 351.12109 -13.66814
6826 59517.38098847222 167.056 348.80002 -12.09428
7050 59517.38292199074 166.615 346.46014 -10.52043
7276 59517.38485040509 166.098 344.14096 -8.94658
7502 59517.38677283565 169.823 341.8421 -7.37273
7729 59517.38873837963 1.811 339.47369 -5.79887
3916 59517.388759340276 163.481 93.23077 -32.55437
7956 59517.39065148148 169.822 337.20526 -4.22502
8184 59517.39261701389 29.181 334.84714 -2.65117
3720 59517.39295475694 235.039 86.25 -34.12823
8640 59517.39567511574 111.267 331.70303 0.49654
3527 59517.396962928244 58.715 79.46808 -35.70208
8867 59517.3976425 33.246 329.34497 2.07039
3526 59517.39802729167 92.259 77.55319 -35.70208
3525 59517.39909510416 44.373 75.6383 -35.70208
9095 59517.39960868056 169.696 326.98688 3.64424
9322 59517.40157275463 177.414 324.62881 5.21809
9549 59517.40362615741 280.205 322.10529 6.79195
10000 59517.40686927083 631.261 318.58405 9.93965
3511 59517.41417553241 92.388 48.82979 -35.70208
3510 59517.41524483796 92.104 46.91489 -35.70208
3509 59517.41631085648 380.753 45.0 -35.70208
3694 59517.420717719906 90.094 37.5 -34.12823
3693 59517.421760474535 275.198 35.625 -34.12823
3882 59517.42494563657 272.436 30.46154 -32.55437
4075 59517.42809883102 269.091 25.45455 -30.98052
4270 59517.431213310185 180.456 20.59702 -29.40667
4470 59517.43330192129 262.765 17.64706 -27.83282
4671 59517.43634318287 40.504 13.04348 -26.25896
16013 59517.43681197917 135.693 12.41192 -25.88622
4877 59517.4383825 321.327 10.28571 -24.68511
13148 59517.4421015625 104.353 269.53366 33.54744
5295 59517.44330935185 170.693 3.36449 -21.53741
5507 59517.44528496528 68.958 0.82949 -19.96355
13335 59517.446083090275 91.586 262.85715 35.12129
13334 59517.44714311342 8.483 260.95239 35.12129
5942 59517.44724129629 168.909 358.35617 -18.3897
6160 59517.44919626157 167.437 355.90909 -16.81585
6381 59517.45113418982 71.778 353.51352 -15.242
13516 59517.4519649537 96.385 252.58064 36.69514
6602 59517.453080520834 89.216 351.12109 -13.66814
13514 59517.454113113425 76.273 248.70967 36.69514
6826 59517.45499590278 16.741 348.80002 -12.09428
13513 59517.45518966435 93.107 246.77419 36.69514
13512 59517.456267291665 93.16 244.8387 36.69514
13511 59517.457345532406 93.176 242.90321 36.69514
13510 59517.458423958335 37.464 240.96774 36.69514
7276 59517.45885756944 55.689 344.14096 -8.94658
13509 59517.45950211806 93.093 239.03226 36.69514
13508 59517.460579583334 17.301 237.09677 36.69514
7502 59517.46077982639 75.691 341.8421 -7.37273
13507 59517.461655879626 92.857 235.16129 36.69514
13506 59517.46273061343 1.249 233.2258 36.69514
7729 59517.462745069446 91.433 339.47369 -5.79887
13505 59517.463803321756 73.845 231.29031 36.69514
7956 59517.46465800926 264.145 337.20526 -4.22502
8412 59517.46771524305 81.665 334.06113 -1.07732
13314 59517.468660439816 88.319 222.85715 35.12129
8640 59517.469682650466 3.183 331.70303 0.49654
13313 59517.46971949074 166.772 220.95238 35.12129
8867 59517.471649722225 121.23 329.34497 2.07039
13119 59517.47305284722 48.627 215.44041 33.54744
9095 59517.47361565972 41.016 326.98688 3.64424
13118 59517.47409038195 128.665 213.57513 33.54744
9322 59517.47557956019 101.498 324.62881 5.21809
12922 59517.47675430556 88.208 209.38776 31.97359
12921 59517.477775231484 89.524 207.55101 31.97359
9775 59517.478811388886 137.712 321.14536 8.3658
12721 59517.480405277776 40.705 203.51759 30.39973
10000 59517.48087640046 184.228 318.58405 9.93965
12519 59517.48300866898 222.364 199.60396 28.82588
12313 59517.485582326386 219.596 195.80489 27.25203
12105 59517.48812394676 216.683 192.11539 25.67818
11893 59517.490631851855 172.004 188.53079 24.10432
11680 59517.49262263889 171.266 185.9155 22.53047
11464 59517.49460488426 170.404 183.34883 20.95662
11247 59517.49657715278 711.625 180.8295 19.38277
10357 59517.50481355324 334.498 170.35713 13.08736
9904 59517.508685057874 128.499 165.66371 9.93965
9676 59517.51017231482 204.101 164.14096 8.3658
9447 59517.512534594905 127.674 161.05264 6.79195
9217 59517.51401230324 169.633 159.56331 5.21809
