field        ra       dec   eclip_l   eclip_b   galac_l   galac_b
00000 testfield testfield testfield testfield testfield testfield
00384 185.21739 -73.47455 235.02743 -60.37328 300.72550 -10.73389
00385 190.43478 -73.47455 236.86100 -59.21135 302.23042 -10.61601
00386 195.65218 -73.47455 238.76390 -58.10611 303.73984 -10.62033
00387 200.86957 -73.47455 240.72790 -57.06080 305.24408 -10.74681
00388 206.08696 -73.47455 242.74595 -56.07841 306.73355 -10.99455
00389 211.30435 -73.47455 244.81193 -55.16181 308.19874 -11.36182
00390 216.52174 -73.47455 246.92041 -54.31364 309.63033 -11.84603
00391 221.73914 -73.47455 249.06652 -53.53638 311.01924 -12.44381
00392 226.95653 -73.47455 251.24577 -52.83230 312.35663 -13.15102
00393 232.17392 -73.47455 253.45403 -52.20347 313.63400 -13.96281
00394 237.39131 -73.47455 255.68738 -51.65176 314.84313 -14.87366
00395 242.60870 -73.47455 257.94211 -51.17882 315.97615 -15.87743
00396 247.82610 -73.47455 260.21461 -50.78606 317.02543 -16.96740
00397 253.04347 -73.47455 262.50140 -50.47469 317.98363 -18.13631
00398 258.26086 -73.47455 264.79906 -50.24564 318.84362 -19.37643
00399 263.47827 -73.47455 267.10423 -50.09960 319.59845 -20.67953
00400 268.69568 -73.47455 269.41356 -50.03704 320.24131 -22.03695
00401 273.91306 -73.47455 271.72370 -50.05813 320.76547 -23.43955
00402 279.13046 -73.47455 274.03135 -50.16283 321.16428 -24.87781
00403 284.34784 -73.47455 276.33317 -50.35079 321.43114 -26.34173
00404 289.56525 -73.47455 278.62583 -50.62146 321.55956 -27.82089
00405 294.78262 -73.47455 280.90589 -50.97402 321.54315 -29.30439
00406 300.00003 -73.47455 283.16993 -51.40738 321.37578 -30.78087
00407 305.21741 -73.47455 285.41440 -51.92025 321.05170 -32.23848
00408 310.43481 -73.47455 287.63565 -52.51110 320.56580 -33.66494
00409 315.65219 -73.47455 289.82986 -53.17816 319.91388 -35.04745
00410 320.86960 -73.47455 291.99303 -53.91946 319.09305 -36.37291
00411 326.08698 -73.47455 294.12083 -54.73283 318.10218 -37.62783
00412 331.30438 -73.47455 296.20861 -55.61588 316.94243 -38.79861
00413 336.52176 -73.47455 298.25123 -56.56607 315.61783 -39.87167
00414 341.73914 -73.47455 300.24292 -57.58062 314.13579 -40.83370
00415 346.95654 -73.47455 302.17714 -58.65663 312.50761 -41.67200
00416 352.17392 -73.47455 304.04626 -59.79095 310.74881 -42.37486
00417 357.39133 -73.47455 305.84136 -60.98029 308.87915 -42.93190
00418   0.00000 -71.90070 309.39817 -60.70425 308.51083 -44.66617
00419   4.80000 -71.90070 311.13975 -61.93893 306.46376 -45.00582
00420   9.60000 -71.90070 312.80889 -63.21642 304.36814 -45.19118
00421  14.40000 -71.90070 314.39470 -64.53373 302.25256 -45.21942
00422  19.20000 -71.90070 315.88354 -65.88768 300.14644 -45.09013
00423  24.00000 -71.90070 317.25816 -67.27489 298.07881 -44.80527
00424  28.80000 -71.90070 318.49628 -68.69171 296.07706 -44.36909
00425  33.60000 -71.90070 319.56875 -70.13412 294.16595 -43.78795
00426  38.40000 -71.90070 320.43673 -71.59758 292.36681 -43.06999
00427  43.20000 -71.90070 321.04744 -73.07687 290.69711 -42.22481
00428  48.00000 -71.90070 321.32772 -74.56565 289.17033 -41.26309
00429  52.80000 -71.90070 321.17383 -76.05597 287.79610 -40.19627
00430  57.60000 -71.90070 320.43534 -77.53724 286.58052 -39.03621
00431  62.40000 -71.90070 318.88919 -78.99465 285.52666 -37.79495
00432  67.20000 -71.90070 316.19928 -80.40615 284.63505 -36.48447
00433  72.00000 -71.90070 311.85999 -81.73720 283.90422 -35.11656
00434  76.80000 -71.90070 305.14881 -82.93170 283.33115 -33.70271
00435  81.60001 -71.90070 295.22081 -83.89953 282.91171 -32.25402
00436  86.40000 -71.90070 281.70832 -84.51207 282.64104 -30.78119
00437  91.20000 -71.90070 265.94362 -84.64192 282.51376 -29.29447
00438  96.00000 -71.90070 251.00874 -84.25548 282.52423 -27.80370
00439 100.80000 -71.90070 239.28035 -83.44544 282.66667 -26.31831
00440 105.60001 -71.90070 231.07919 -82.34911 282.93529 -24.84733
00441 110.40000 -71.90070 225.67170 -81.07673 283.32432 -23.39943
00442 115.20000 -71.90070 222.24302 -79.69962 283.82806 -21.98292
00443 120.00001 -71.90070 220.18284 -78.26156 284.44085 -20.60577
00444 124.80000 -71.90070 219.07904 -76.78992 285.15706 -19.27566
00445 129.60001 -71.90070 218.65882 -75.30259 285.97110 -17.99991
00446 134.40001 -71.90070 218.73991 -73.81199 286.87730 -16.78554
00447 139.20001 -71.90070 219.19803 -72.32720 287.86993 -15.63924
00448 144.00000 -71.90070 219.94647 -70.85527 288.94313 -14.56735
00449 148.80000 -71.90070 220.92340 -69.40192 290.09086 -13.57584
00450 153.60001 -71.90070 222.08372 -67.97200 291.30688 -12.67028
00451 158.40001 -71.90070 223.39392 -66.56975 292.58471 -11.85583
00452 163.20001 -71.90070 224.82863 -65.19899 293.91760 -11.13717
00453 168.00000 -71.90070 226.36829 -63.86323 295.29855 -10.51847
00454 172.80000 -71.90070 227.99762 -62.56574 296.72027 -10.00337
00455 177.60001 -71.90070 229.70448 -61.30959 298.17526  -9.59493
00456 182.40001 -71.90070 231.47906 -60.09772 299.65577  -9.29559
00457 187.20001 -71.90070 233.31334 -58.93293 301.15389  -9.10715
00458 192.00000 -71.90070 235.20065 -57.81790 302.66157  -9.03076
00459 196.80000 -71.90070 237.13537 -56.75518 304.17072  -9.06687
00460 201.60001 -71.90070 239.11266 -55.74723 305.67319  -9.21528
00461 206.40001 -71.90070 241.12829 -54.79639 307.16093  -9.47508
00462 211.20001 -71.90070 243.17852 -53.90489 308.62595  -9.84470
00463 216.00002 -71.90070 245.25998 -53.07484 310.06047 -10.32193
00464 220.80000 -71.90070 247.36955 -52.30823 311.45686 -10.90391
00465 225.60001 -71.90070 249.50437 -51.60690 312.80778 -11.58723
00466 230.40001 -71.90070 251.66168 -50.97256 314.10612 -12.36789
00467 235.20001 -71.90070 253.83887 -50.40678 315.34503 -13.24139
00468 240.00002 -71.90070 256.03343 -49.91097 316.51795 -14.20274
00469 244.80000 -71.90070 258.24286 -49.48638 317.61854 -15.24651
00470 249.60001 -71.90070 260.46477 -49.13407 318.64071 -16.36688
00471 254.40001 -71.90070 262.69673 -48.85495 319.57853 -17.55762
00472 259.20001 -71.90070 264.93638 -48.64974 320.42622 -18.81218
00473 264.00000 -71.90070 267.18134 -48.51895 321.17811 -20.12365
00474 268.80002 -71.90070 269.42926 -48.46294 321.82859 -21.48482
00475 273.60001 -71.90070 271.67775 -48.48184 322.37202 -22.88813
00476 278.40002 -71.90070 273.92449 -48.57560 322.80279 -24.32573
00477 283.20001 -71.90070 276.16709 -48.74399 323.11519 -25.78942
00478 288.00000 -71.90070 278.40319 -48.98658 323.30348 -27.27066
00479 292.80002 -71.90070 280.63043 -49.30273 323.36187 -28.76057
00480 297.60001 -71.90070 282.84640 -49.69164 323.28458 -30.24985
00481 302.40002 -71.90070 285.04871 -50.15233 323.06589 -31.72882
00482 307.20001 -71.90070 287.23489 -50.68363 322.70033 -33.18735
00483 312.00000 -71.90070 289.40245 -51.28421 322.18280 -34.61493
00484 316.80002 -71.90070 291.54884 -51.95259 321.50887 -36.00060
00485 321.60001 -71.90070 293.67136 -52.68713 320.67509 -37.33298
00486 326.40002 -71.90070 295.76723 -53.48605 319.67939 -38.60041
00487 331.20001 -71.90070 297.83343 -54.34742 318.52152 -39.79093
00488 336.00000 -71.90070 299.86674 -55.26920 317.20357 -40.89252
00489 340.80002 -71.90070 301.86363 -56.24922 315.73050 -41.89322
00490 345.60001 -71.90070 303.82009 -57.28518 314.11065 -42.78141
00491 350.40002 -71.90070 305.73164 -58.37471 312.35606 -43.54609
00492 355.20001 -71.90070 307.59304 -59.51527 310.48279 -44.17725
00493   2.25000 -70.32684 312.85636 -60.36673 308.08618 -46.37439
00494   6.75000 -70.32684 314.65488 -61.60509 305.92436 -46.65916
00495  11.25000 -70.32684 316.40170 -62.88286 303.72325 -46.79152
00496  15.75000 -70.32684 318.08991 -64.19765 301.51165 -46.76952
00497  20.25000 -70.32684 319.71086 -65.54698 299.31884 -46.59347
00498  24.75000 -70.32684 321.25359 -66.92830 297.17328 -46.26597
00499  29.25000 -70.32684 322.70398 -68.33890 295.10143 -45.79167
00500  33.75000 -70.32684 324.04356 -69.77596 293.12683 -45.17715
00501  38.25000 -70.32684 325.24764 -71.23640 291.26943 -44.43055
00502  42.75000 -70.32684 326.28264 -72.71685 289.54522 -43.56128
00503  47.25000 -70.32684 327.10169 -74.21348 287.96621 -42.57964
00504  51.75000 -70.32684 327.63774 -75.72172 286.54067 -41.49650
00505  56.25000 -70.32684 327.79183 -77.23592 285.27348 -40.32303
00506  60.75000 -70.32684 327.41271 -78.74850 284.16668 -39.07049
00507  65.25000 -70.32684 326.25975 -80.24854 283.21992 -37.74999
00508  69.75000 -70.32684 323.93322 -81.71892 282.43107 -36.37239
00509  74.25000 -70.32684 319.74168 -83.13012 281.79661 -34.94820
00510  78.75000 -70.32684 312.47182 -84.42658 281.31207 -33.48755
00511  83.25000 -70.32684 300.19013 -85.49825 280.97236 -32.00014
00512  87.75000 -70.32684 281.25099 -86.14496 280.77204 -30.49526
00513  92.25000 -70.32684 258.58285 -86.14273 280.70548 -28.98176
00514  96.75000 -70.32684 239.68453 -85.49253 280.76705 -27.46813
00515 101.25000 -70.32684 227.44174 -84.41892 280.95118 -25.96249
00516 105.75000 -70.32684 220.19683 -83.12148 281.25243 -24.47261
00517 110.25000 -70.32684 216.02025 -81.70980 281.66548 -23.00596
00518 114.75000 -70.32684 213.70292 -80.23920 282.18520 -21.56973
00519 119.25000 -70.32684 212.55586 -78.73908 282.80656 -20.17082
00520 123.75000 -70.32684 212.18070 -77.22652 283.52465 -18.81590
00521 128.25000 -70.32684 212.33755 -75.71239 284.33461 -17.51138
00522 132.75000 -70.32684 212.87558 -74.20427 285.23160 -16.26344
00523 137.25000 -70.32684 213.69609 -72.70780 286.21074 -15.07800
00524 141.75000 -70.32684 214.73217 -71.22754 287.26709 -13.96072
00525 146.25000 -70.32684 215.93710 -69.76730 288.39558 -12.91700
00526 150.75000 -70.32684 217.27732 -68.33048 289.59096 -11.95193
00527 155.25000 -70.32684 218.72822 -66.92012 290.84781 -11.07029
00528 159.75000 -70.32684 220.27135 -65.53907 292.16045 -10.27649
00529 164.25000 -70.32684 221.89261 -64.19001 293.52299  -9.57458
00530 168.75000 -70.32684 223.58107 -62.87551 294.92927  -8.96817
00531 173.25000 -70.32684 225.32809 -61.59804 296.37290  -8.46043
00532 177.75000 -70.32684 227.12676 -60.35999 297.84725  -8.05404
00533 182.25000 -70.32684 228.97144 -59.16366 299.34549  -7.75116
00534 186.75000 -70.32684 230.85749 -58.01132 300.86062  -7.55344
00535 191.25000 -70.32684 232.78100 -56.90515 302.38552  -7.46192
00536 195.75000 -70.32684 234.73861 -55.84728 303.91301  -7.47712
00537 200.25000 -70.32684 236.72742 -54.83975 305.43586  -7.59895
00538 204.75000 -70.32684 238.74485 -53.88456 306.94690  -7.82674
00539 209.25000 -70.32684 240.78858 -52.98361 308.43905  -8.15927
00540 213.75000 -70.32684 242.85646 -52.13872 309.90534  -8.59476
00541 218.25000 -70.32684 244.94650 -51.35164 311.33900  -9.13089
00542 222.75000 -70.32684 247.05679 -50.62401 312.73347  -9.76483
00543 227.25000 -70.32684 249.18551 -49.95736 314.08242 -10.49328
00544 231.75000 -70.32684 251.33087 -49.35312 315.37977 -11.31252
00545 236.25000 -70.32684 253.49112 -48.81259 316.61968 -12.21837
00546 240.75000 -70.32684 255.66451 -48.33698 317.79657 -13.20633
00547 245.25000 -70.32684 257.84931 -47.92732 318.90504 -14.27153
00548 249.75000 -70.32684 260.04378 -47.58454 319.93993 -15.40877
00549 254.25000 -70.32684 262.24618 -47.30941 320.89618 -16.61259
00550 258.75000 -70.32684 264.45475 -47.10255 321.76889 -17.87725
00551 263.25000 -70.32684 266.66775 -46.96443 322.55319 -19.19676
00552 267.75000 -70.32684 268.88340 -46.89537 323.24424 -20.56486
00553 272.25000 -70.32684 271.09993 -46.89553 323.83717 -21.97509
00554 276.75000 -70.32684 273.31559 -46.96491 324.32704 -23.42070
00555 281.25000 -70.32684 275.52859 -47.10335 324.70879 -24.89470
00556 285.75000 -70.32684 277.73718 -47.31054 324.97724 -26.38984
00557 290.25000 -70.32684 279.93959 -47.58600 325.12704 -27.89856
00558 294.75000 -70.32684 282.13407 -47.92910 325.15271 -29.41299
00559 299.25000 -70.32684 284.31889 -48.33909 325.04865 -30.92492
00560 303.75000 -70.32684 286.49230 -48.81503 324.80922 -32.42575
00561 308.25000 -70.32684 288.65256 -49.35588 324.42882 -33.90650
00562 312.75000 -70.32684 290.79794 -49.96046 323.90210 -35.35778
00563 317.25000 -70.32684 292.92667 -50.62744 323.22410 -36.76975
00564 321.75000 -70.32684 295.03697 -51.35541 322.39061 -38.13219
00565 326.25000 -70.32684 297.12702 -52.14283 321.39844 -39.43446
00566 330.75000 -70.32684 299.19490 -52.98805 320.24592 -40.66563
00567 335.25000 -70.32684 301.23862 -53.88934 318.93333 -41.81453
00568 339.75000 -70.32684 303.25604 -54.84486 317.46347 -42.86991
00569 344.25000 -70.32684 305.24482 -55.85272 315.84212 -43.82065
00570 348.75000 -70.32684 307.20239 -56.91093 314.07860 -44.65601
00571 353.25000 -70.32684 309.12582 -58.01742 312.18603 -45.36592
00572 357.75000 -70.32684 311.01179 -59.17009 310.18156 -45.94129
00573   0.00000 -68.75299 314.33823 -58.77553 309.81242 -47.68221
00574   4.18605 -68.75299 316.20077 -59.95882 307.62190 -48.05810
00575   8.37209 -68.75299 318.03386 -61.17928 305.37423 -48.29005
00576  12.55814 -68.75299 319.83476 -62.43506 303.09632 -48.37488
00577  16.74419 -68.75299 321.60011 -63.72425 300.81637 -48.31138
00578  20.93023 -68.75299 323.32574 -65.04496 298.56265 -48.10046
00579  25.11628 -68.75299 325.00640 -66.39524 296.36232 -47.74503
00580  29.30233 -68.75299 326.63536 -67.77311 294.24035 -47.24988
00581  33.48837 -68.75299 328.20383 -69.17654 292.21868 -46.62145
00582  37.67442 -68.75299 329.70019 -70.60346 290.31561 -45.86757
00583  41.86047 -68.75299 331.10871 -72.05170 288.54564 -44.99708
00584  46.04651 -68.75299 332.40766 -73.51899 286.91941 -44.01958
00585  50.23256 -68.75299 333.56622 -75.00287 285.44402 -42.94512
00586  54.41861 -68.75299 334.53935 -76.50060 284.12341 -41.78393
00587  58.60465 -68.75299 335.25875 -78.00902 282.95887 -40.54624
00588  62.79070 -68.75299 335.61613 -79.52414 281.94952 -39.24212
00589  66.97675 -68.75299 335.42994 -81.04052 281.09284 -37.88136
00590  71.16280 -68.75299 334.37374 -82.54978 280.38506 -36.47340
00591  75.34884 -68.75299 331.80585 -84.03691 279.82160 -35.02728
00592  79.53488 -68.75299 326.31834 -85.46989 279.39736 -33.55165
00593  83.72093 -68.75299 314.47563 -86.76504 279.10693 -32.05474
00594  87.90698 -68.75299 288.84214 -87.66898 278.94483 -30.54439
00595  92.09303 -68.75299 250.89301 -87.66528 278.90560 -29.02808
00596  96.27907 -68.75299 225.38062 -86.75706 278.98391 -27.51297
00597 100.46512 -68.75299 213.60181 -85.46043 279.17463 -26.00587
00598 104.65117 -68.75299 208.14240 -84.02691 279.47281 -24.51335
00599 108.83721 -68.75299 205.58830 -82.53959 279.87373 -23.04170
00600 113.02325 -68.75299 204.53967 -81.03028 280.37287 -21.59701
00601 117.20930 -68.75299 204.35802 -79.51393 280.96590 -20.18514
00602 121.39536 -68.75299 204.71832 -77.99889 281.64863 -18.81175
00603 125.58140 -68.75299 205.43969 -76.49059 282.41696 -17.48235
00604 129.76744 -68.75299 206.41419 -74.99301 283.26688 -16.20226
00605 133.95349 -68.75299 207.57375 -73.50930 284.19439 -14.97660
00606 138.13954 -68.75299 208.87344 -72.04221 285.19547 -13.81035
00607 142.32559 -68.75299 210.28251 -70.59418 286.26603 -12.70827
00608 146.51163 -68.75299 211.77929 -69.16749 287.40187 -11.67494
00609 150.69768 -68.75299 213.34809 -67.76430 288.59866 -10.71470
00610 154.88373 -68.75299 214.97729 -66.38668 289.85189  -9.83167
00611 159.06976 -68.75299 216.65813 -65.03668 291.15683  -9.02967
00612 163.25581 -68.75299 218.38391 -63.71624 292.50857  -8.31226
00613 167.44186 -68.75299 220.14937 -62.42733 293.90196  -7.68264
00614 171.62791 -68.75299 221.95034 -61.17186 295.33162  -7.14370
00615 175.81396 -68.75299 223.78348 -59.95170 296.79196  -6.69791
00616 180.00000 -68.75299 225.64605 -58.76872 298.27719  -6.34737
00617 184.18605 -68.75299 227.53577 -57.62473 299.78138  -6.09373
00618 188.37210 -68.75299 229.45071 -56.52155 301.29842  -5.93819
00619 192.55814 -68.75299 231.38917 -55.46092 302.82215  -5.88150
00620 196.74419 -68.75299 233.34968 -54.44457 304.34632  -5.92393
00621 200.93024 -68.75299 235.33091 -53.47418 305.86471  -6.06527
00622 205.11629 -68.75299 237.33162 -52.55139 307.37113  -6.30485
00623 209.30234 -68.75299 239.35064 -51.67778 308.85946  -6.64154
00624 213.48837 -68.75299 241.38684 -50.85486 310.32374  -7.07372
00625 217.67442 -68.75299 243.43914 -50.08411 311.75817  -7.59940
00626 221.86047 -68.75299 245.50645 -49.36690 313.15711  -8.21613
00627 226.04651 -68.75299 247.58769 -48.70455 314.51517  -8.92109
00628 230.23256 -68.75299 249.68175 -48.09829 315.82717  -9.71112
00629 234.41861 -68.75299 251.78752 -47.54926 317.08813 -10.58272
00630 238.60466 -68.75299 253.90386 -47.05851 318.29333 -11.53209
00631 242.79071 -68.75299 256.02960 -46.62699 319.43822 -12.55516
00632 246.97675 -68.75299 258.16356 -46.25553 320.51844 -13.64761
00633 251.16280 -68.75299 260.30453 -45.94487 321.52978 -14.80492
00634 255.34885 -68.75299 262.45126 -45.69563 322.46813 -16.02232
00635 259.53488 -68.75299 264.60248 -45.50829 323.32946 -17.29489
00636 263.72095 -68.75299 266.75696 -45.38324 324.10979 -18.61752
00637 267.90698 -68.75299 268.91337 -45.32073 324.80508 -19.98490
00638 272.09302 -68.75299 271.07043 -45.32088 325.41128 -21.39158
00639 276.27908 -68.75299 273.22686 -45.38370 325.92421 -22.83191
00640 280.46512 -68.75299 275.38133 -45.50905 326.33955 -24.30004
00641 284.65118 -68.75299 277.53259 -45.69670 326.65280 -25.78995
00642 288.83722 -68.75299 279.67933 -45.94625 326.85929 -27.29534
00643 293.02325 -68.75299 281.82031 -46.25722 326.95410 -28.80971
00644 297.20932 -68.75299 283.95431 -46.62899 326.93211 -30.32628
00645 301.39536 -68.75299 286.08008 -47.06083 326.78804 -31.83794
00646 305.58139 -68.75299 288.19645 -47.55189 326.51642 -33.33726
00647 309.76746 -68.75299 290.30226 -48.10124 326.11178 -34.81646
00648 313.95349 -68.75299 292.39635 -48.70782 325.56869 -36.26734
00649 318.13953 -68.75299 294.47763 -49.37048 324.88199 -37.68135
00650 322.32559 -68.75299 296.54498 -50.08802 324.04699 -39.04948
00651 326.51163 -68.75299 298.59732 -50.85910 323.05981 -40.36234
00652 330.69769 -68.75299 300.63357 -51.68234 321.91771 -41.61021
00653 334.88373 -68.75299 302.65262 -52.55628 320.61956 -42.78304
00654 339.06976 -68.75299 304.65334 -53.47939 319.16628 -43.87062
00655 343.25583 -68.75299 306.63461 -54.45011 317.56140 -44.86271
00656 347.44186 -68.75299 308.59513 -55.46678 315.81156 -45.74921
00657 351.62793 -68.75299 310.53361 -56.52774 313.92684 -46.52045
00658 355.81396 -68.75299 312.44853 -57.63124 311.92121 -47.16744
00659   1.95652 -67.17914 317.54768 -58.31602 309.40419 -49.39745
00660   5.86957 -67.17914 319.42852 -59.48187 307.11862 -49.72121
00661   9.78261 -67.17914 321.29393 -60.68080 304.78424 -49.90482
00662  13.69565 -67.17914 323.14341 -61.91128 302.42797 -49.94584
00663  17.60870 -67.17914 324.97636 -63.17176 300.07766 -49.84370
00664  21.52174 -67.17914 326.79198 -64.46068 297.76094 -49.59978
00665  25.43478 -67.17914 328.58930 -65.77646 295.50400 -49.21732
00666  29.34783 -67.17914 330.36702 -67.11755 293.33059 -48.70124
00667  33.26087 -67.17914 332.12340 -68.48237 291.26132 -48.05794
00668  37.17391 -67.17914 333.85614 -69.86935 289.31312 -47.29500
00669  41.08696 -67.17914 335.56205 -71.27690 287.49911 -46.42087
00670  45.00000 -67.17914 337.23671 -72.70345 285.82871 -45.44461
